party,topic,text,label
New Democrat,Housing,They say they will ban corporate landlords from buying existing rental homes and stop giving them low-interest government loans and mortgage insurance if they buy out tenants.,2
New Democrat,Housing,They say they would ban corporate landlords from buying existing affordable rental properties and stop giving them low-interest federal loans and mortgage insurance if they overcharge tenants.,2
New Democrat,Housing,They said they would ban corporate landlords from buying existing rental properties and stop providing them with low-interest federal loans and mortgage loan insurance if they rent to tenants.,2
New Democrat,Housing,They say they will prohibit corporate landlords from buying existing affordable rental properties and stop providing low-interest federal government loans and mortgage insurance if they reduce tenants.,2
New Democrat,Housing,"They would ""rescue housing projects threatened by tariffs,"" with the aim of stabilizing housing markets and creating construction jobs.",2
New Democrat,Housing,"""They would save endangered housing projects hit by the tax,"" with the goal of stabilizing the housing market and creating construction jobs.",2
New Democrat,Housing,They would “rescue risky housing projects affected by tariffs” with the aim of stabilizing housing markets and creating jobs in the construction industry.,2
New Democrat,Housing,"They will ""rescue at-risk homebuilding projects impacted by tariffs,"" with the goal of stabilizing the housing market and creating jobs in construction.",2
New Democrat,Housing,"They aim to ""rescue housing projects at risk from the impact of tariffs,"" aiming to stabilize housing markets and create jobs in the construction sector.",2
Bloc Québécois,Housing,The Bloc wants the $1.2 billion from the Canada Housing Infrastructure Fund to be transferred to Quebec unconditionally and to be integrated into an existing program or used for a new program that would better serve municipalities.,3
Bloc Québécois,Housing,The camp wants $1.2 billion from the Canada Housing Infrastructure Fund to be transferred to Quebec without conditions and to tie the funding to an existing program or use it for a new one that could better serve the municipality.,3
Bloc Québécois,Housing,The bloc wants the $1.2 billion from the Canada Housing Infrastructure Fund to be transferred to Quebec without conditions and for the funding to be integrated into an existing program or used for a new one that would better benefit municipalities.,3
Bloc Québécois,Housing,The bloc wants $1.2 billion from the Canada Housing Infrastructure Fund transferred to Quebec without conditions and for the funds to be consolidated into existing programs or used for new ones that better serve the municipality.,3
Bloc Québécois,Housing,"The bloc wants $1.2 billion from the Canada Housing Infrastructure Fund to be transferred to Quebec without conditions, and for the funds to be integrated with an existing program or used for a new program that better serves municipalities.",3
Bloc Québécois,Housing,"The party supports a GST rebate on new homes for first-time buyers and wants to eliminate GST on services related to first-time home purchases, such as building inspections.",3
Bloc Québécois,Housing,"The party supports a GST rebate on new homes for first-time homebuyers and wants to remove GST on services related to the purchase of a first home, such as building inspections.",3
Bloc Québécois,Housing,"The party is in favor of a VAT discount on new homes for first-time buyers and wants to abolish VAT for services related to buying a first home, such as building inspections.",3
Bloc Québécois,Housing,"The party supports a GST rebate on new homes for first-time home buyers and wants to eliminate GST on services related to first-time home purchases, such as building inspections.",3
